NOC,Year,Sport,sport_num_athletes,sport_medal_gold,sport_medal_silver,sport_medal_bronze,sport_num_female_athletes,sport_num_male_athletes,num_games_sports_each_year,rank_country_year,total_gold_country_year,total_silver_country_year,total_bronze_country_year,total_medal_country_year,total_athelete_country_year,host_status,future_host_status
Thailand,1968,Shooting,11,0,0,0,0,11,7,0,0,0,0,0,41,0,0
Thailand,1968,Sailing,1,0,0,0,0,1,5,0,0,0,0,0,41,0,0
Thailand,1968,Football,17,0,0,0,0,17,1,0,0,0,0,0,41,0,0
Thailand,1968,Cycling,7,0,0,0,0,7,7,0,0,0,0,0,41,0,0
Cuba,1968,Athletics,18,0,8,0,6,12,36,31,0,4,0,4,115,0,0
Cuba,1968,Basketball,12,0,0,0,0,12,1,31,0,4,0,4,115,0,0
Cuba,1968,Boxing,11,0,2,0,0,11,11,31,0,4,0,4,115,0,0
Cuba,1968,Cycling,6,0,0,0,0,6,7,31,0,4,0,4,115,0,0
Cuba,1968,Diving,2,0,0,0,0,2,0,31,0,4,0,4,115,0,0
Cuba,1968,Fencing,13,0,0,0,2,11,8,31,0,4,0,4,115,0,0
Cuba,1968,Gymnastics,12,0,0,0,6,6,14,31,0,4,0,4,115,0,0
Cuba,1968,Rowing,11,0,0,0,0,11,7,31,0,4,0,4,115,0,0
Cuba,1968,Shooting,8,0,0,0,0,8,7,31,0,4,0,4,115,0,0
Cuba,1968,Swimming,3,0,0,0,0,3,0,31,0,4,0,4,115,0,0
Thailand,1968,Weightlifting,2,0,0,0,0,2,7,0,0,0,0,0,41,0,0
Finland,1968,Athletics,10,0,1,0,2,8,36,24,1,2,1,4,66,0,0
Cuba,1968,Weightlifting,5,0,0,0,0,5,7,31,0,4,0,4,115,0,0
Cuba,1968,Wrestling,3,0,0,0,0,3,16,31,0,4,0,4,115,0,0
Ireland,1968,Athletics,5,0,0,0,0,5,36,0,0,0,0,0,31,0,0
Ireland,1968,Boxing,6,0,0,0,0,6,11,0,0,0,0,0,31,0,0
Ireland,1968,Cycling,3,0,0,0,0,3,7,0,0,0,0,0,31,0,0
Thailand,1968,Boxing,3,0,0,0,0,3,11,0,0,0,0,0,41,0,0
Ireland,1968,Equestrianism,6,0,0,0,4,2,0,0,0,0,0,0,31,0,0
Ireland,1968,Fencing,4,0,0,0,0,4,8,0,0,0,0,0,31,0,0
Ireland,1968,Shooting,3,0,0,0,0,3,7,0,0,0,0,0,31,0,0
Finland,1968,Boxing,5,0,0,1,0,5,11,24,1,2,1,4,66,0,0
Finland,1968,Canoeing,5,0,0,0,0,5,7,24,1,2,1,4,66,0,0
Finland,1968,Cycling,4,0,0,0,0,4,7,24,1,2,1,4,66,0,0
Finland,1968,Diving,2,0,0,0,1,1,0,24,1,2,1,4,66,0,0
Finland,1968,Gymnastics,6,0,1,0,0,6,14,24,1,2,1,4,66,0,0
Cuba,1968,Water Polo,11,0,0,0,0,11,0,31,0,4,0,4,115,0,0
Finland,1968,Modern Pentathlon,3,0,0,0,0,3,2,24,1,2,1,4,66,0,0
Switzerland,1968,Athletics,22,0,0,0,2,20,36,33,0,1,4,5,85,0,0
Belgium,1968,Wrestling,2,0,0,0,0,2,16,36,0,1,1,2,82,0,0
Belgium,1968,Shooting,3,0,0,0,0,3,7,36,0,1,1,2,82,0,0
Australia,1968,Boxing,4,0,0,0,0,4,11,9,5,7,5,17,128,0,0
Australia,1968,Canoeing,6,0,0,0,0,6,7,9,5,7,5,17,128,0,0
Australia,1968,Cycling,9,0,0,0,0,9,7,9,5,7,5,17,128,0,0
Belgium,1968,Sailing,3,0,0,0,0,3,5,36,0,1,1,2,82,0,0
Belgium,1968,Rowing,1,0,0,0,0,1,7,36,0,1,1,2,82,0,0
Belgium,1968,Hockey,15,0,0,0,0,15,0,36,0,1,1,2,82,0,0
Belgium,1968,Gymnastics,2,0,0,0,2,0,14,36,0,1,1,2,82,0,0
Belgium,1968,Fencing,3,0,0,0,0,3,8,36,0,1,1,2,82,0,0
Belgium,1968,Cycling,15,0,0,2,0,15,7,36,0,1,1,2,82,0,0
Belgium,1968,Canoeing,3,0,0,0,0,3,7,36,0,1,1,2,82,0,0
Belgium,1968,Athletics,15,0,0,0,1,14,36,36,0,1,1,2,82,0,0
Australia,1968,Diving,2,0,0,0,1,1,0,9,5,7,5,17,128,0,0
Belgium,1968,Volleyball,12,0,0,0,0,12,2,36,0,1,1,2,82,0,0
Switzerland,1968,Boxing,1,0,0,0,0,1,11,33,0,1,4,5,85,0,0
Syria,1968,Wrestling,2,0,0,0,0,2,16,0,0,0,0,0,2,0,0
Australia,1968,Equestrianism,7,0,0,4,0,7,0,9,5,7,5,17,128,0,0
Australia,1968,Fencing,5,0,0,0,0,5,8,9,5,7,5,17,128,0,0
Australia,1968,Gymnastics,2,0,0,0,1,1,14,9,5,7,5,17,128,0,0
Australia,1968,Hockey,14,0,14,0,0,14,0,9,5,7,5,17,128,0,0
Australia,1968,Modern Pentathlon,3,0,0,0,0,3,2,9,5,7,5,17,128,0,0
Australia,1968,Rowing,11,0,9,0,0,11,7,9,5,7,5,17,128,0,0
Australia,1968,Sailing,11,0,0,0,0,11,5,9,5,7,5,17,128,0,0
Australia,1968,Shooting,3,0,0,0,0,3,7,9,5,7,5,17,128,0,0
Australia,1968,Swimming,24,3,9,6,14,10,0,9,5,7,5,17,128,0,0
Australia,1968,Weightlifting,2,0,0,0,0,2,7,9,5,7,5,17,128,0,0
Australia,1968,Wrestling,3,0,0,0,0,3,16,9,5,7,5,17,128,0,0
Switzerland,1968,Equestrianism,6,0,0,3,2,4,0,33,0,1,4,5,85,0,0
Switzerland,1968,Cycling,4,0,0,1,0,4,7,33,0,1,4,5,85,0,0
Belgium,1968,Weightlifting,2,0,1,0,0,2,7,36,0,1,1,2,82,0,0
Switzerland,1968,Fencing,5,0,0,0,0,5,8,33,0,1,4,5,85,0,0
Finland,1968,Rowing,2,0,0,0,0,2,7,24,1,2,1,4,66,0,0
Finland,1968,Sailing,3,0,0,0,0,3,5,24,1,2,1,4,66,0,0
Netherlands,1968,Athletics,12,0,0,1,10,2,36,17,3,3,1,7,107,0,0
Uruguay,1968,Cycling,5,0,0,0,0,5,7,0,0,0,0,0,27,0,0
Democratic Republic of the Congo,1968,Cycling,5,0,0,0,0,5,7,0,0,0,0,0,0,0,0
Algeria,1968,Gymnastics,1,0,0,0,0,1,14,0,0,0,0,0,3,0,0
Algeria,1968,Boxing,2,0,0,0,0,2,11,0,0,0,0,0,3,0,0
Italy,1968,Swimming,10,0,0,0,2,8,0,13,3,4,9,16,167,0,0
Italy,1968,Shooting,7,0,1,0,0,7,7,13,3,4,9,16,167,0,0
Italy,1968,Sailing,8,0,0,3,0,8,5,13,3,4,9,16,167,0,0
Italy,1968,Rowing,14,3,0,4,0,14,7,13,3,4,9,16,167,0,0
Italy,1968,Modern Pentathlon,3,0,0,0,0,3,2,13,3,4,9,16,167,0,0
Italy,1968,Gymnastics,9,0,0,0,3,6,14,13,3,4,9,16,167,0,0
Italy,1968,Fencing,19,0,5,1,5,14,8,13,3,4,9,16,167,0,0
Italy,1968,Equestrianism,7,0,0,0,0,7,0,13,3,4,9,16,167,0,0
Italy,1968,Diving,4,1,1,0,1,3,0,13,3,4,9,16,167,0,0
Mexico,1968,Modern Pentathlon,3,0,0,0,0,3,2,15,3,3,3,9,272,1,0
Uruguay,1968,Fencing,1,0,0,0,0,1,8,0,0,0,0,0,27,0,0
Mexico,1968,Hockey,17,0,0,0,0,17,0,15,3,3,3,9,272,1,0
Costa Rica,1968,Boxing,2,0,0,0,0,2,11,0,0,0,0,0,18,0,0
Costa Rica,1968,Cycling,5,0,0,0,0,5,7,0,0,0,0,0,18,0,0
Uruguay,1968,Boxing,4,0,0,0,0,4,11,0,0,0,0,0,27,0,0
Uruguay,1968,Athletics,3,0,0,0,1,2,36,0,0,0,0,0,27,0,0
Costa Rica,1968,Shooting,5,0,0,0,0,5,7,0,0,0,0,0,18,0,0
Costa Rica,1968,Swimming,1,0,0,0,0,1,0,0,0,0,0,0,18,0,0
Costa Rica,1968,Weightlifting,3,0,0,0,0,3,7,0,0,0,0,0,18,0,0
United States,1968,Wrestling,16,0,2,0,0,16,16,1,45,28,34,107,355,0,0
United States,1968,Weightlifting,7,0,0,1,0,7,7,1,45,28,34,107,355,0,0
Mexico,1968,Gymnastics,12,0,0,0,6,6,14,15,3,3,3,9,272,1,0
Mexico,1968,Football,17,0,0,0,0,17,1,15,3,3,3,9,272,1,0
Mexico,1968,Fencing,14,0,1,0,5,9,8,15,3,3,3,9,272,1,0
Mexico,1968,Equestrianism,9,0,0,0,0,9,0,15,3,3,3,9,272,1,0
Mexico,1968,Diving,6,0,1,0,2,4,0,15,3,3,3,9,272,1,0
Costa Rica,1968,Athletics,2,0,0,0,1,1,36,0,0,0,0,0,18,0,0
Uruguay,1968,Rowing,5,0,0,0,0,5,7,0,0,0,0,0,27,0,0
Uruguay,1968,Sailing,1,0,0,0,0,1,5,0,0,0,0,0,27,0,0
Mexico,1968,Rowing,25,0,0,0,0,25,7,15,3,3,3,9,272,1,0
Netherlands,1968,Boxing,2,0,0,0,0,2,11,17,3,3,1,7,107,0,0
Netherlands,1968,Canoeing,7,0,0,0,2,5,7,17,3,3,1,7,107,0,0
Netherlands,1968,Cycling,10,4,2,0,0,10,7,17,3,3,1,7,107,0,0
Myanmar,1968,Athletics,2,0,0,0,0,2,36,0,0,0,0,0,4,0,0
Myanmar,1968,Boxing,2,0,0,0,0,2,11,0,0,0,0,0,4,0,0
Netherlands,1968,Diving,2,0,0,0,2,0,0,17,3,3,1,7,107,0,0
Italy,1968,Wrestling,5,0,0,0,0,5,16,13,3,4,9,16,167,0,0
Italy,1968,Weightlifting,3,0,0,0,0,3,7,13,3,4,9,16,167,0,0
Italy,1968,Water Polo,11,0,0,0,0,11,0,13,3,4,9,16,167,0,0
Mexico,1968,Wrestling,12,0,0,0,0,12,16,15,3,3,3,9,272,1,0
Mexico,1968,Weightlifting,3,0,0,0,0,3,7,15,3,3,3,9,272,1,0
Mexico,1968,Water Polo,11,0,0,0,0,11,0,15,3,3,3,9,272,1,0
Mexico,1968,Volleyball,24,0,0,0,12,12,2,15,3,3,3,9,272,1,0
Mexico,1968,Swimming,27,1,0,1,10,17,0,15,3,3,3,9,272,1,0
Finland,1968,Shooting,9,0,0,0,0,9,7,24,1,2,1,4,66,0,0
Finland,1968,Swimming,3,0,0,0,3,0,0,24,1,2,1,4,66,0,0
Netherlands,1968,Hockey,17,0,0,0,0,17,0,17,3,3,1,7,107,0,0
Tanzania,1968,Athletics,3,0,0,0,0,3,36,0,0,0,0,0,4,0,0
Tanzania,1968,Boxing,1,0,0,0,0,1,11,0,0,0,0,0,4,0,0
Mexico,1968,Sailing,11,0,0,0,0,11,5,15,3,3,3,9,272,1,0
Mexico,1968,Shooting,11,0,0,0,1,10,7,15,3,3,3,9,272,1,0
Netherlands,1968,Weightlifting,1,0,0,0,0,1,7,17,3,3,1,7,107,0,0
Uruguay,1968,Shooting,3,0,0,0,0,3,7,0,0,0,0,0,27,0,0
United States,1968,Basketball,12,12,0,0,0,12,1,1,45,28,34,107,355,0,0
Uruguay,1968,Swimming,5,0,0,0,5,0,0,0,0,0,0,0,27,0,0
Netherlands,1968,Water Polo,11,0,0,0,0,11,0,17,3,3,1,7,107,0,0
Netherlands,1968,Swimming,17,1,0,0,11,6,0,17,3,3,1,7,107,0,0
Australia,1968,Athletics,24,2,3,1,8,16,36,9,5,7,5,17,128,0,0
Finland,1968,Weightlifting,5,1,0,0,0,5,7,24,1,2,1,4,66,0,0
Netherlands,1968,Sailing,6,0,0,0,0,6,5,17,3,3,1,7,107,0,0
Netherlands,1968,Rowing,22,1,5,0,0,22,7,17,3,3,1,7,107,0,0
Norway,1968,Wrestling,3,0,0,0,0,3,16,25,1,1,0,2,46,0,0
Finland,1968,Wrestling,9,0,0,0,0,9,16,24,1,2,1,4,66,0,0
Norway,1968,Weightlifting,1,0,0,0,0,1,7,25,1,1,0,2,46,0,0
Mali,1968,Boxing,1,0,0,0,0,1,11,0,0,0,0,0,2,0,0
Lebanon,1968,Swimming,1,0,0,0,0,1,0,0,0,0,0,0,11,0,0
Lebanon,1968,Shooting,3,0,0,0,0,3,7,0,0,0,0,0,11,0,0
Lebanon,1968,Fencing,3,0,0,0,0,3,8,0,0,0,0,0,11,0,0
Lebanon,1968,Cycling,1,0,0,0,0,1,7,0,0,0,0,0,11,0,0
Iran,1968,Athletics,1,0,0,0,0,1,36,19,2,1,2,5,14,0,0
Iran,1968,Weightlifting,4,1,1,0,0,4,7,19,2,1,2,5,14,0,0
Iran,1968,Wrestling,9,1,0,2,0,9,16,19,2,1,2,5,14,0,0
Malaysia,1968,Athletics,10,0,0,0,0,10,36,0,0,0,0,0,31,0,0
Malaysia,1968,Cycling,2,0,0,0,0,2,7,0,0,0,0,0,31,0,0
Malaysia,1968,Hockey,17,0,0,0,0,17,0,0,0,0,0,0,31,0,0
Malaysia,1968,Weightlifting,2,0,0,0,0,2,7,0,0,0,0,0,31,0,0
South Korea,1968,Wrestling,8,0,0,0,0,8,16,36,0,1,1,2,54,0,0
South Korea,1968,Weightlifting,6,0,0,0,0,6,7,36,0,1,1,2,54,0,0
South Korea,1968,Volleyball,10,0,0,0,10,0,2,36,0,1,1,2,54,0,0
Lebanon,1968,Weightlifting,1,0,0,0,0,1,7,0,0,0,0,0,11,0,0
South Korea,1968,Swimming,1,0,0,0,1,0,0,36,0,1,1,2,54,0,0
South Korea,1968,Gymnastics,1,0,0,0,0,1,14,36,0,1,1,2,54,0,0
South Korea,1968,Diving,2,0,0,0,1,1,0,36,0,1,1,2,54,0,0
South Korea,1968,Cycling,2,0,0,0,0,2,7,36,0,1,1,2,54,0,0
South Korea,1968,Boxing,7,0,1,1,0,7,11,36,0,1,1,2,54,0,0
South Korea,1968,Basketball,11,0,0,0,0,11,1,36,0,1,1,2,54,0,0
South Korea,1968,Athletics,4,0,0,0,1,3,36,36,0,1,1,2,54,0,0
Guinea,1968,Football,14,0,0,0,0,14,1,0,0,0,0,0,14,0,0
Greece,1968,Wrestling,8,0,0,1,0,8,16,42,0,0,1,1,44,0,0
Greece,1968,Weightlifting,2,0,0,0,0,2,7,42,0,0,1,1,44,0,0
Greece,1968,Water Polo,11,0,0,0,0,11,0,42,0,0,1,1,44,0,0
Greece,1968,Shooting,7,0,0,0,0,7,7,42,0,0,1,1,44,0,0
Greece,1968,Sailing,6,0,0,0,0,6,5,42,0,0,1,1,44,0,0
Greece,1968,Boxing,3,0,0,0,0,3,11,42,0,0,1,1,44,0,0
Sweden,1968,Canoeing,11,0,0,0,1,10,7,20,2,1,1,4,100,0,0
South Korea,1968,Shooting,2,0,0,0,0,2,7,36,0,1,1,2,54,0,0
Greece,1968,Athletics,7,0,0,0,0,7,36,42,0,0,1,1,44,0,0
Lebanon,1968,Wrestling,2,0,0,0,0,2,16,0,0,0,0,0,11,0,0
Mongolia,1968,Gymnastics,4,0,0,0,3,1,14,34,0,1,3,4,16,0,0
Libya,1968,Athletics,1,0,0,0,0,1,36,0,0,0,0,0,1,0,0
Spain,1968,Sailing,8,0,0,0,0,8,5,0,0,0,0,0,122,0,0
Spain,1968,Shooting,12,0,0,0,0,12,7,0,0,0,0,0,122,0,0
Spain,1968,Swimming,13,0,0,0,2,11,0,0,0,0,0,0,122,0,0
Dominican Republic,1968,Boxing,2,0,0,0,0,2,11,0,0,0,0,0,18,0,0
Portugal,1968,Athletics,1,0,0,0,0,1,36,0,0,0,0,0,20,0,0
Spain,1968,Water Polo,11,0,0,0,0,11,0,0,0,0,0,0,122,0,0
Dominican Republic,1968,Athletics,9,0,0,0,0,9,36,0,0,0,0,0,18,0,0
Indonesia,1968,Sailing,3,0,0,0,0,3,5,0,0,0,0,0,6,0,0
Indonesia,1968,Weightlifting,3,0,0,0,0,3,7,0,0,0,0,0,6,0,0
Portugal,1968,Fencing,4,0,0,0,0,4,8,0,0,0,0,0,20,0,0
Portugal,1968,Gymnastics,2,0,0,0,1,1,14,0,0,0,0,0,20,0,0
Portugal,1968,Sailing,8,0,0,0,0,8,5,0,0,0,0,0,20,0,0
Portugal,1968,Weightlifting,1,0,0,0,0,1,7,0,0,0,0,0,20,0,0
Mongolia,1968,Athletics,1,0,0,0,1,0,36,34,0,1,3,4,16,0,0
Portugal,1968,Wrestling,4,0,0,0,0,4,16,0,0,0,0,0,20,0,0
Egypt,1968,Fencing,4,0,0,0,0,4,8,0,0,0,0,0,30,0,0
Egypt,1968,Shooting,2,0,0,0,0,2,7,0,0,0,0,0,30,0,0
Egypt,1968,Water Polo,11,0,0,0,0,11,0,0,0,0,0,0,30,0,0
Egypt,1968,Weightlifting,3,0,0,0,0,3,7,0,0,0,0,0,30,0,0
Egypt,1968,Wrestling,4,0,0,0,0,4,16,0,0,0,0,0,30,0,0
Paraguay,1968,Fencing,1,0,0,0,0,1,8,0,0,0,0,0,1,0,0
Iceland,1968,Weightlifting,1,0,0,0,0,1,7,0,0,0,0,0,8,0,0
Iceland,1968,Swimming,4,0,0,0,2,2,0,0,0,0,0,0,8,0,0
Singapore,1968,Weightlifting,2,0,0,0,0,2,7,0,0,0,0,0,4,0,0
Singapore,1968,Shooting,1,0,0,0,0,1,7,0,0,0,0,0,4,0,0
Singapore,1968,Athletics,1,0,0,0,0,1,36,0,0,0,0,0,4,0,0
Iceland,1968,Athletics,3,0,0,0,0,3,36,0,0,0,0,0,8,0,0
Mongolia,1968,Wrestling,8,0,1,3,0,8,16,34,0,1,3,4,16,0,0
Mongolia,1968,Shooting,3,0,0,0,0,3,7,34,0,1,3,4,16,0,0
Egypt,1968,Diving,1,0,0,0,0,1,0,0,0,0,0,0,30,0,0
Sweden,1968,Boxing,2,0,0,0,0,2,11,20,2,1,1,4,100,0,0
Sweden,1968,Athletics,18,0,0,0,3,15,36,20,2,1,1,4,100,0,0
Sierra Leone,1968,Boxing,1,0,0,0,0,1,11,0,0,0,0,0,3,0,0
Soviet Union,1968,Cycling,15,0,0,0,0,15,7,0,0,0,0,0,311,0,0
Soviet Union,1968,Diving,10,0,2,0,6,4,0,0,0,0,0,0,311,0,0
Soviet Union,1968,Equestrianism,10,1,3,0,1,9,0,0,0,0,0,0,311,0,0
Soviet Union,1968,Fencing,20,11,12,0,5,15,8,0,0,0,0,0,311,0,0
Chad,1968,Athletics,3,0,0,0,0,3,36,0,0,0,0,0,3,0,0
Philippines,1968,Athletics,4,0,0,0,2,2,36,0,0,0,0,0,49,0,0
Philippines,1968,Basketball,12,0,0,0,0,12,1,0,0,0,0,0,49,0,0
Kenya,1968,Shooting,3,0,0,0,0,3,7,14,3,4,2,9,39,0,0
Kenya,1968,Hockey,14,0,0,0,0,14,0,14,3,4,2,9,39,0,0
Kenya,1968,Boxing,4,0,0,1,0,4,11,14,3,4,2,9,39,0,0
Kenya,1968,Athletics,18,3,7,1,3,15,36,14,3,4,2,9,39,0,0
Poland,1968,Volleyball,24,0,0,12,12,12,2,11,5,2,11,18,177,0,0
Poland,1968,Swimming,4,0,0,0,0,4,0,11,5,2,11,18,177,0,0
Poland,1968,Shooting,11,1,0,0,1,10,7,11,5,2,11,18,177,0,0
Soviet Union,1968,Canoeing,11,3,1,5,2,9,7,0,0,0,0,0,311,0,0
Panama,1968,Wrestling,2,0,0,0,0,2,16,0,0,0,0,0,16,0,0
Panama,1968,Basketball,12,0,0,0,0,12,1,0,0,0,0,0,16,0,0
France,1968,Wrestling,4,0,2,0,0,4,16,6,7,3,5,15,200,0,0
France,1968,Weightlifting,5,0,0,0,0,5,7,6,7,3,5,15,200,0,0
France,1968,Swimming,16,0,0,1,9,7,0,6,7,3,5,15,200,0,0
France,1968,Shooting,8,0,0,0,0,8,7,6,7,3,5,15,200,0,0
France,1968,Sailing,9,0,0,0,0,9,5,6,7,3,5,15,200,0,0
France,1968,Rowing,17,0,0,0,0,17,7,6,7,3,5,15,200,0,0
France,1968,Modern Pentathlon,3,0,0,3,0,3,2,6,7,3,5,15,200,0,0
France,1968,Hockey,18,0,0,0,0,18,0,6,7,3,5,15,200,0,0
France,1968,Gymnastics,9,0,0,0,6,3,14,6,7,3,5,15,200,0,0
France,1968,Football,18,0,0,0,0,18,1,6,7,3,5,15,200,0,0
France,1968,Fencing,20,5,0,1,5,15,8,6,7,3,5,15,200,0,0
France,1968,Equestrianism,7,1,3,0,1,6,0,6,7,3,5,15,200,0,0
France,1968,Cycling,14,5,0,1,0,14,7,6,7,3,5,15,200,0,0
Panama,1968,Weightlifting,2,0,0,0,0,2,7,0,0,0,0,0,16,0,0
Soviet Union,1968,Boxing,11,3,2,1,0,11,11,0,0,0,0,0,311,0,0
Soviet Union,1968,Basketball,12,0,0,12,0,12,1,0,0,0,0,0,311,0,0
Soviet Union,1968,Athletics,70,3,2,11,24,46,36,0,0,0,0,0,311,0,0
Sierra Leone,1968,Athletics,2,0,0,0,0,2,36,0,0,0,0,0,3,0,0
Monaco,1968,Shooting,2,0,0,0,0,2,7,0,0,0,0,0,2,0,0
Mali,1968,Athletics,1,0,0,0,0,1,36,0,0,0,0,0,2,0,0
Guyana,1968,Athletics,1,0,0,0,0,1,36,0,0,0,0,0,5,0,0
Guyana,1968,Boxing,2,0,0,0,0,2,11,0,0,0,0,0,5,0,0
Guyana,1968,Cycling,1,0,0,0,0,1,7,0,0,0,0,0,5,0,0
Guyana,1968,Weightlifting,1,0,0,0,0,1,7,0,0,0,0,0,5,0,0
Poland,1968,Wrestling,12,0,0,0,0,12,16,11,5,2,11,18,177,0,0
Poland,1968,Weightlifting,7,1,0,4,0,7,7,11,5,2,11,18,177,0,0
Puerto Rico,1968,Athletics,6,0,0,0,0,6,36,0,0,0,0,0,58,0,0
Puerto Rico,1968,Basketball,12,0,0,0,0,12,1,0,0,0,0,0,58,0,0
Puerto Rico,1968,Boxing,6,0,0,0,0,6,11,0,0,0,0,0,58,0,0
Puerto Rico,1968,Cycling,1,0,0,0,0,1,7,0,0,0,0,0,58,0,0
Puerto Rico,1968,Diving,2,0,0,0,0,2,0,0,0,0,0,0,58,0,0
Puerto Rico,1968,Fencing,1,0,0,0,0,1,8,0,0,0,0,0,58,0,0
Puerto Rico,1968,Sailing,6,0,0,0,0,6,5,0,0,0,0,0,58,0,0
Puerto Rico,1968,Shooting,9,0,0,0,0,9,7,0,0,0,0,0,58,0,0
Zambia,1968,Boxing,4,0,0,0,0,4,11,0,0,0,0,0,7,0,0
Zambia,1968,Athletics,3,0,0,0,0,3,36,0,0,0,0,0,7,0,0
Central African Republic,1968,Athletics,1,0,0,0,0,1,36,0,0,0,0,0,1,0,0
Hong Kong,1968,Swimming,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0
Hong Kong,1968,Shooting,3,0,0,0,0,3,7,0,0,0,0,0,11,0,0
Hong Kong,1968,Sailing,5,0,0,0,0,5,5,0,0,0,0,0,11,0,0
Spain,1968,Rowing,3,0,0,0,0,3,7,0,0,0,0,0,122,0,0
Kuwait,1968,Athletics,2,0,0,0,0,2,36,0,0,0,0,0,2,0,0
Niger,1968,Boxing,2,0,0,0,0,2,11,0,0,0,0,0,2,0,0
Iraq,1968,Wrestling,1,0,0,0,0,1,16,0,0,0,0,0,3,0,0
Iraq,1968,Weightlifting,1,0,0,0,0,1,7,0,0,0,0,0,3,0,0
Iraq,1968,Cycling,1,0,0,0,0,1,7,0,0,0,0,0,3,0,0
Puerto Rico,1968,Weightlifting,6,0,0,0,0,6,7,0,0,0,0,0,58,0,0
Puerto Rico,1968,Swimming,9,0,0,0,4,5,0,0,0,0,0,0,58,0,0
Honduras,1968,Athletics,6,0,0,0,0,6,36,0,0,0,0,0,6,0,0
France,1968,Canoeing,6,0,0,0,0,6,7,6,7,3,5,15,200,0,0
Spain,1968,Hockey,17,0,0,0,0,17,0,0,0,0,0,0,122,0,0
Spain,1968,Cycling,7,0,0,0,0,7,7,0,0,0,0,0,122,0,0
Bulgaria,1968,Football,18,0,18,0,0,18,1,18,2,4,3,9,112,0,0
Bulgaria,1968,Canoeing,3,0,0,0,0,3,7,18,2,4,3,9,112,0,0
Bulgaria,1968,Boxing,9,0,0,2,0,9,11,18,2,4,3,9,112,0,0
Bulgaria,1968,Basketball,12,0,0,0,0,12,1,18,2,4,3,9,112,0,0
Bulgaria,1968,Athletics,9,0,0,0,4,5,36,18,2,4,3,9,112,0,0
United Kingdom,1968,Canoeing,10,0,0,0,3,7,7,10,5,5,3,13,0,0,0
United Kingdom,1968,Cycling,14,0,0,0,0,14,7,10,5,5,3,13,0,0,0
United Kingdom,1968,Diving,5,0,0,0,2,3,0,10,5,5,3,13,0,0,0
United Kingdom,1968,Equestrianism,10,4,2,1,5,5,0,10,5,5,3,13,0,0,0
United Kingdom,1968,Fencing,17,0,0,0,5,12,8,10,5,5,3,13,0,0,0
United Kingdom,1968,Gymnastics,4,0,0,0,2,2,14,10,5,5,3,13,0,0,0
United Kingdom,1968,Hockey,18,0,0,0,0,18,0,10,5,5,3,13,0,0,0
United Kingdom,1968,Modern Pentathlon,3,0,0,0,0,3,2,10,5,5,3,13,0,0,0
United Kingdom,1968,Rowing,11,0,0,0,0,11,7,10,5,5,3,13,0,0,0
Bulgaria,1968,Gymnastics,11,0,0,0,5,6,14,18,2,4,3,9,112,0,0
Cameroon,1968,Athletics,1,0,0,0,0,1,36,39,0,1,0,1,5,0,0
Virgin Islands,1968,Athletics,2,0,0,0,0,2,36,0,0,0,0,0,0,0,0
Norway,1968,Swimming,1,0,0,0,0,1,0,25,1,1,0,2,46,0,0
Norway,1968,Shooting,4,0,0,0,0,4,7,25,1,1,0,2,46,0,0
Norway,1968,Sailing,12,0,2,0,0,12,5,25,1,1,0,2,46,0,0
Norway,1968,Gymnastics,6,0,0,0,6,0,14,25,1,1,0,2,46,0,0
Norway,1968,Fencing,2,0,0,0,0,2,8,25,1,1,0,2,46,0,0
Norway,1968,Cycling,6,0,0,0,0,6,7,25,1,1,0,2,46,0,0
Norway,1968,Canoeing,5,4,0,0,0,5,7,25,1,1,0,2,46,0,0
Norway,1968,Boxing,1,0,0,0,0,1,11,25,1,1,0,2,46,0,0
Norway,1968,Athletics,5,0,0,0,2,3,36,25,1,1,0,2,46,0,0
United Kingdom,1968,Sailing,11,2,0,3,0,11,5,10,5,5,3,13,0,0,0
United Kingdom,1968,Shooting,10,1,0,0,0,10,7,10,5,5,3,13,0,0,0
United Kingdom,1968,Swimming,24,0,1,0,13,11,0,10,5,5,3,13,0,0,0
United Kingdom,1968,Weightlifting,7,0,0,0,0,7,7,10,5,5,3,13,0,0,0
Cameroon,1968,Boxing,4,0,1,0,0,4,11,39,0,1,0,1,5,0,0
United Kingdom,1968,Wrestling,4,0,0,0,0,4,16,10,5,5,3,13,0,0,0
Bulgaria,1968,Modern Pentathlon,3,0,0,0,0,3,2,18,2,4,3,9,112,0,0
Bulgaria,1968,Shooting,6,0,0,0,0,6,7,18,2,4,3,9,112,0,0
United Kingdom,1968,Boxing,9,1,0,0,0,9,11,10,5,5,3,13,0,0,0
United Kingdom,1968,Athletics,68,1,2,1,20,48,36,10,5,5,3,13,0,0,0
Ecuador,1968,Wrestling,2,0,0,0,0,2,16,0,0,0,0,0,15,0,0
Ecuador,1968,Swimming,3,0,0,0,1,2,0,0,0,0,0,0,15,0,0
Ecuador,1968,Gymnastics,3,0,0,0,0,3,14,0,0,0,0,0,15,0,0
Ecuador,1968,Cycling,4,0,0,0,0,4,7,0,0,0,0,0,15,0,0
Ecuador,1968,Boxing,2,0,0,0,0,2,11,0,0,0,0,0,15,0,0
Virgin Islands,1968,Weightlifting,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0
